date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:56	53130/53130	---M--	200	added ('OK')	text/css	etag:%22cf8a-6190e9d55288e%22	http://localhost/Fotoclick2001/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=6.5.3	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/plugins/ocean-extra/assets/css/widgetsef10.css	(from http://localhost/Fotoclick2001/)
21:04:01	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdabee5f2100%22	http://localhost/Fotoclick2001/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/Fotoclick2001/)
21:04:06	41118/41118	---MC-	200	added ('OK')	application/json	date:Wed,%2022%20May%202024%2019:03:59%20GMT	http://localhost/Fotoclick2001/wp-json/wp/v2/pages/368	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-json/wp/v2/pages/368.json	(from http://localhost/Fotoclick2001/)
21:04:06	846/846	---M--	200	added ('OK')	text/xml	date:Wed,%2022%20May%202024%2019:04:06%20GMT	http://localhost/Fotoclick2001/xmlrpc.php?rsd	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/xmlrpc0db0.php	(from http://localhost/Fotoclick2001/)
21:04:07	94525/94525	---MC-	200	added ('OK')	application/rss+xml	etag:%22ed7ec956e2416b5df45970f54d483922%22	http://localhost/Fotoclick2001/feed/	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/feed/index.html	(from http://localhost/Fotoclick2001/)
21:04:07	2049/2049	---M--	200	added ('OK')	application/json	date:Wed,%2022%20May%202024%2019:04:07%20GMT	http://localhost/Fotoclick2001/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FFotoclick2001%2F	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-json/oembed/1.0/embed0c1d.json	(from http://localhost/Fotoclick2001/)
21:04:08	2207/2207	---M--	200	added ('OK')	text/xml	date:Wed,%2022%20May%202024%2019:04:07%20GMT	http://localhost/Fotoclick2001/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FFotoclick2001%2F&format=xml	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-json/oembed/1.0/embedcf83	(from http://localhost/Fotoclick2001/)
21:04:09	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fed35e19c0%22	http://localhost/Fotoclick2001/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/Fotoclick2001/)
21:04:09	3634/3634	---M--	200	added ('OK')	image/png	etag:%22e32-6190ea29114c6%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/05/tripod.png	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/05/tripod.png	(from http://localhost/Fotoclick2001/)
21:04:11	19176/19176	---M--	200	added ('OK')	image/png	etag:%224ae8-6190f62ad1c69%22	http://localhost/Fotoclick2001/wp-content/uploads/2024/05/tb-logo-gilet-2-246961-158325715969183_2_246961-158331222766749-1.png	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2024/05/tb-logo-gilet-2-246961-158325715969183_2_246961-158331222766749-1.png	(from http://localhost/Fotoclick2001/)
21:04:23	75633/75633	---M--	200	added ('OK')	image/jpeg	etag:%2212771-6190ea12bc541%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-03.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-03.jpg	(from http://localhost/Fotoclick2001/)
21:04:26	109268/109268	---M--	200	added ('OK')	image/jpeg	etag:%221aad4-6190f82bb8d71%22	http://localhost/Fotoclick2001/wp-content/uploads/2024/05/c0cec3b0-bfbb-49df-a8e9-a9ad5a23f0b2.jpeg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2024/05/c0cec3b0-bfbb-49df-a8e9-a9ad5a23f0b2.jpg	(from http://localhost/Fotoclick2001/)
21:04:27	106987/106987	---M--	200	added ('OK')	image/jpeg	etag:%221a1eb-6190ea13abfa9%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-04.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-04.jpg	(from http://localhost/Fotoclick2001/)
21:04:39	73632/73632	---M--	200	added ('OK')	image/jpeg	etag:%2211fa0-6190ea177adbf%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-08.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-08.jpg	(from http://localhost/Fotoclick2001/)
21:04:41	93385/93385	---M--	200	added ('OK')	image/jpeg	etag:%2216cc9-6190ea1863998%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-09.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-09.jpg	(from http://localhost/Fotoclick2001/)
21:04:47	143920/143920	---M--	200	added ('OK')	image/jpeg	etag:%2223230-6190ea1681975%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-07.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-07.jpg	(from http://localhost/Fotoclick2001/)
21:04:53	327982/327982	---MC-	200	added ('OK')	application/json	date:Wed,%2022%20May%202024%2019:04:01%20GMT	http://localhost/Fotoclick2001/wp-json/	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-json/index.html	(from http://localhost/Fotoclick2001/)
21:04:57	99406/99406	---M--	200	added ('OK')	image/jpeg	etag:%221844e-6190ea1592429%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-06.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-06.jpg	(from http://localhost/Fotoclick2001/)
21:05:00	13351/13351	---M--	200	added ('OK')	image/jpeg	etag:%223427-6190ea2bac6f8%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/05/owp-people-10.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/05/owp-people-10.jpg	(from http://localhost/Fotoclick2001/)
21:05:00	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-6190e9f53d215%22	http://localhost/Fotoclick2001/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.21.7	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/plugins/elementor/assets/lib/animations/animations.min4ecf.css	(from http://localhost/Fotoclick2001/)
21:05:01	5520/5520	---M--	200	added ('OK')	text/javascript	etag:%221590-602a9bd204080%22	http://localhost/Fotoclick2001/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-includes/js/imagesloaded.minbb93.js	(from http://localhost/Fotoclick2001/)
21:05:03	144574/144574	---M--	200	added ('OK')	image/jpeg	etag:%22234be-6190ea11cf4f9%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-02.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-02.jpg	(from http://localhost/Fotoclick2001/)
21:05:05	12482/12482	---M--	200	added ('OK')	text/javascript	etag:%2230c2-6190e9c7b9db1%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/full-screen-menu.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/full-screen-menu.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:05	19719/19719	---M--	200	added ('OK')	text/javascript	etag:%224d07-6190e9c7be069%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/theme.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/theme.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:06	9309/9309	---M--	200	added ('OK')	text/javascript	etag:%22245d-6190e9c7c01d1%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/vendors/sidr.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/vendors/sidr10cb.js	(from http://localhost/Fotoclick2001/)
21:05:08	15843/15843	---M--	200	added ('OK')	text/javascript	etag:%223de3-6190e9c7bdc80%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/sidebar-mobile-menu.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/sidebar-mobile-menu.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:09	4111/4111	---M--	200	added ('OK')	text/javascript	etag:%22100f-6190e9c7bbf0e%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/ow-lightbox.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/ow-lightbox.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:09	138760/138760	---M--	200	added ('OK')	image/jpeg	etag:%2221e08-6190ea10df338%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-01.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-01.jpg	(from http://localhost/Fotoclick2001/)
21:05:10	20216/20216	---M--	200	added ('OK')	text/javascript	etag:%224ef8-6190e9c7bf5f2%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/vendors/magnific-popup.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/vendors/magnific-popup.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:10	2002/2002	---M--	200	added ('OK')	text/javascript	etag:%227d2-6190e9c7bc2f6%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/ow-slider.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/ow-slider.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:11	8989/8989	---M--	200	added ('OK')	text/javascript	etag:%22231d-6190e9c7bcac5%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/scroll-top.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/scroll-top.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:12	12402/12402	---M--	200	added ('OK')	text/javascript	etag:%223072-6190e9c7bc6e0%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/scroll-effect.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/scroll-effect.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:12	5181/5181	---M--	200	added ('OK')	text/javascript	etag:%22143d-6190e9c7bd0ad%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/select.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/select.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:13	4997/4997	---M--	200	added ('OK')	text/javascript	etag:%221385-6190e9f53bc7c%22	http://localhost/Fotoclick2001/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.21.7	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/plugins/elementor/assets/js/webpack.runtime.min4ecf.js	(from http://localhost/Fotoclick2001/)
21:05:15	12198/12198	---M--	200	added ('OK')	text/javascript	etag:%222fa6-6190e9f55a286%22	http://localhost/Fotoclick2001/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/Fotoclick2001/)
21:05:18	57513/57513	---M--	200	added ('OK')	text/javascript	etag:%22e0a9-6190e9c7bec21%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/vendors/flickity.pkgd.min.js?ver=3.5.6	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/js/vendors/flickity.pkgd.min10cb.js	(from http://localhost/Fotoclick2001/)
21:05:18	21438/21438	---M--	200	added ('OK')	text/javascript	etag:%2253be-5f3ba2adac400%22	http://localhost/Fotoclick2001/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-includes/js/jquery/ui/core.min3f14.js	(from http://localhost/Fotoclick2001/)
21:05:19	158023/158023	---M--	200	added ('OK')	image/jpeg	etag:%2226947-6190ea149f478%22	http://localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-05.jpg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/uploads/2022/04/gallery-05.jpg	(from http://localhost/Fotoclick2001/)
21:05:22	63275/63275	---M--	200	added ('OK')	text/javascript	etag:%22f72b-6190e9f513307%22	http://localhost/Fotoclick2001/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.21.7	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/plugins/elementor/assets/js/frontend-modules.min4ecf.js	(from http://localhost/Fotoclick2001/)
21:05:24	39972/39972	---M--	200	added ('OK')	text/javascript	etag:%229c24-6190e9f512b3a%22	http://localhost/Fotoclick2001/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.7	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/plugins/elementor/assets/js/frontend.min4ecf.js	(from http://localhost/Fotoclick2001/)
21:05:26	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%225fa8-6190e9c75c13a%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=6.4.2)
21:05:35	63348/63348	---M--	200	added ('OK')	font/ttf	etag:%22f774-6190e9c75b598%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.ttf	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=6.4.2)
21:05:36	109808/109808	---M--	200	added ('OK')	font/woff2	etag:%221acf0-6190e9c75a7ac%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=6.4.2)
21:05:37	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%2211d8-6190e9c75ee54%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-v4compatibility.woff2	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=6.4.2)
21:05:39	10172/10172	---M--	200	added ('OK')	font/ttf	etag:%2227bc-6190e9c75ea75%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-v4compatibility.ttf	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=6.4.2)
21:05:48	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d3fa-6190e9c7b0c3e%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.eot?v=2.4.0	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.eot	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
21:05:49	189684/189684	---M--	200	added ('OK')	font/ttf	etag:%222e4f4-6190e9c759bf4%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=6.4.2)
21:05:50	150020/150020	---M--	200	added ('OK')	font/woff2	etag:%2224a04-6190e9c75e685%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=6.4.2)
21:05:53	30064/30064	---M--	200	added ('OK')	font/woff2	etag:%227570-6190e9c7b379f%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.woff2?v=2.4.0	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.woff2	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
21:05:53	239045/239045	---M--	200	added ('OK')	image/svg+xml	etag:%223a5c5-6190e9c7b1034%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.svg?v=2.4.0	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.svg	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
21:05:55	128/128	---M--	200	added ('OK')	image/svg+xml	etag:%2280-6190e9f55aa63%22	http://localhost/Fotoclick2001/wp-content/plugins/elementor/assets//mask-shapes/circle.svg	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/plugins/elementor/assets/mask-shapes/circle.svg	(from http://localhost/Fotoclick2001/wp-content/uploads/elementor/css/post-368.css?ver=1716404347)
21:05:56	3853/3853	---M--	200	added ('OK')	image/png	etag:%22f0d-6190e9d55559f%22	http://localhost/Fotoclick2001/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	(from http://localhost/Fotoclick2001/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=6.5.3)
21:05:56	159/159	---M--	200	added ('OK')	image/png	etag:%229f-6190e9d5551ba%22	http://localhost/Fotoclick2001/wp-content/plugins/ocean-extra/assets/img/flickr.png	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/plugins/ocean-extra/assets/img/flickr.png	(from http://localhost/Fotoclick2001/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=6.5.3)
21:05:59	54056/54056	---M--	200	added ('OK')	font/ttf	etag:%22d328-6190e9c7b1817%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.ttf?v=2.4.0	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.ttf	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
21:06:01	81332/81332	---M--	200	added ('OK')	font/woff	etag:%2213db4-6190e9c7b1bf9%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.woff?v=2.4.0	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.woff	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
21:06:10	394668/394668	---M--	200	added ('OK')	font/ttf	etag:%22605ac-6190e9c75d8a9%22	http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Fotoclick/localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.ttf	(from http://localhost/Fotoclick2001/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=6.4.2)
